"Date_Time","LMP_RT5M"
2019-01-01 00:00:00,0.0348036
2019-01-01 00:05:00,0.03548337
2019-01-01 00:10:00,0.03787264
2019-01-01 00:15:00,0.03504443
2019-01-01 00:20:00,0.03410367
2019-01-01 00:25:00,0.03258543
2019-01-01 00:30:00,0.03173833
2019-01-01 00:35:00,0.03173833
2019-01-01 00:40:00,0.03128128
2019-01-01 00:45:00,0.03118679
2019-01-01 00:50:00,0.03118679
2019-01-01 00:55:00,0.03428663
2019-01-01 01:00:00,0.03739192
2019-01-01 01:05:00,0.03885245
2019-01-01 01:10:00,0.03896457
2019-01-01 01:15:00,0.03832008
2019-01-01 01:20:00,0.03818722
2019-01-01 01:25:00,0.03681981
2019-01-01 01:30:00,0.03687592
2019-01-01 01:35:00,0.03687592
2019-01-01 01:40:00,0.03687592
2019-01-01 01:45:00,0.03443367
2019-01-01 01:50:00,0.03379437
2019-01-01 01:55:00,0.03272405
2019-01-01 02:00:00,0.03720872
2019-01-01 02:05:00,0.03485127
2019-01-01 02:10:00,0.03611196
2019-01-01 02:15:00,0.03478449
2019-01-01 02:20:00,0.03669838
2019-01-01 02:25:00,0.03669838
2019-01-01 02:30:00,0.03480067
2019-01-01 02:35:00,0.03449491
2019-01-01 02:40:00,0.03441814
2019-01-01 02:45:00,0.03368165
2019-01-01 02:50:00,0.03248146
2019-01-01 02:55:00,0.03265014
2019-01-01 03:00:00,0.03620121
2019-01-01 03:05:00,0.03488624
2019-01-01 03:10:00,0.03620121
2019-01-01 03:15:00,0.03481795
2019-01-01 03:20:00,0.03449123
2019-01-01 03:25:00,0.03449123
2019-01-01 03:30:00,0.03596689
2019-01-01 03:35:00,0.03596689
2019-01-01 03:40:00,0.03596689
2019-01-01 03:45:00,0.0345696
2019-01-01 03:50:00,0.03485464
2019-01-01 03:55:00,0.03564598
2019-01-01 04:00:00,0.03598232
2019-01-01 04:05:00,0.03598232
2019-01-01 04:10:00,0.03598232
2019-01-01 04:15:00,0.03529299
2019-01-01 04:20:00,0.03529299
2019-01-01 04:25:00,0.03529299
2019-01-01 04:30:00,0.03588333
2019-01-01 04:35:00,0.0359754
2019-01-01 04:40:00,0.03593201
2019-01-01 04:45:00,0.03719654
2019-01-01 04:50:00,0.03608194
2019-01-01 04:55:00,0.03719654
2019-01-01 05:00:00,0.03425549
2019-01-01 05:05:00,0.03425549
2019-01-01 05:10:00,0.03425425
2019-01-01 05:15:00,0.03439905
2019-01-01 05:20:00,0.03536908
2019-01-01 05:25:00,0.03450015
2019-01-01 05:30:00,0.03636806
2019-01-01 05:35:00,0.03733926
2019-01-01 05:40:00,0.03750303
2019-01-01 05:45:00,0.03830175
2019-01-01 05:50:00,0.03830175
2019-01-01 05:55:00,0.03808494
2019-01-01 06:00:00,0.0355816
2019-01-01 06:05:00,0.0355816
2019-01-01 06:10:00,0.03653092
2019-01-01 06:15:00,0.03817604
2019-01-01 06:20:00,0.03972782
2019-01-01 06:25:00,0.03972782
2019-01-01 06:30:00,0.04062555
2019-01-01 06:35:00,0.04107252
2019-01-01 06:40:00,0.041452
2019-01-01 06:45:00,0.04125467
2019-01-01 06:50:00,0.04125467
2019-01-01 06:55:00,0.04093289
2019-01-01 07:00:00,0.04068015
2019-01-01 07:05:00,0.04027927
2019-01-01 07:10:00,0.04027225
2019-01-01 07:15:00,0.03943018
2019-01-01 07:20:00,0.03844686
2019-01-01 07:25:00,0.03716088
2019-01-01 07:30:00,0.03639393
2019-01-01 07:35:00,0.0310006
2019-01-01 07:40:00,0.02926204
2019-01-01 07:45:00,0.02831149
2019-01-01 07:50:00,0.02768848
2019-01-01 07:55:00,0.02754961
2019-01-01 08:00:00,0.03364558
2019-01-01 08:05:00,0.03420307
2019-01-01 08:10:00,0.03374572
2019-01-01 08:15:00,0.02705493
2019-01-01 08:20:00,0.02586847
2019-01-01 08:25:00,0.02461232
2019-01-01 08:30:00,0.02390486
2019-01-01 08:35:00,0.02283732
2019-01-01 08:40:00,0.01957614
2019-01-01 08:45:00,0
2019-01-01 08:50:00,-0.00001017
2019-01-01 08:55:00,-0.00001018
2019-01-01 09:00:00,-0.00000982
2019-01-01 09:05:00,0.01150098
2019-01-01 09:10:00,0.0103035
2019-01-01 09:15:00,0.02189372
2019-01-01 09:20:00,0.02187464
2019-01-01 09:25:00,0.02189372
2019-01-01 09:30:00,0.02015497
2019-01-01 09:35:00,0.0194192
2019-01-01 09:40:00,0.01778965
2019-01-01 09:45:00,0.01814009
2019-01-01 09:50:00,0.01722057
2019-01-01 09:55:00,0.0207242
2019-01-01 10:00:00,0.02132684
2019-01-01 10:05:00,0.02245289
2019-01-01 10:10:00,0.02293667
2019-01-01 10:15:00,0.02180506
2019-01-01 10:20:00,0.01986784
2019-01-01 10:25:00,0.01956095
2019-01-01 10:30:00,0.01921812
2019-01-01 10:35:00,0.01266711
2019-01-01 10:40:00,0.01266711
2019-01-01 10:45:00,0.01351998
2019-01-01 10:50:00,0.01351998
2019-01-01 10:55:00,0.00829813
2019-01-01 11:00:00,0.01796187
2019-01-01 11:05:00,0.01467581
2019-01-01 11:10:00,0.003507
2019-01-01 11:15:00,0.01377135
2019-01-01 11:20:00,0.01367333
2019-01-01 11:25:00,0.01389102
2019-01-01 11:30:00,0.01340446
2019-01-01 11:35:00,0.01340446
2019-01-01 11:40:00,0.01317013
2019-01-01 11:45:00,0.00350508
2019-01-01 11:50:00,0.01303172
2019-01-01 11:55:00,0.01331534
2019-01-01 12:00:00,0.00663385
2019-01-01 12:05:00,0.01309229
2019-01-01 12:10:00,0.01347713
2019-01-01 12:15:00,0.01350934
2019-01-01 12:20:00,0.01325302
2019-01-01 12:25:00,0.01369163
2019-01-01 12:30:00,-0.00000996
2019-01-01 12:35:00,-0.00000993
2019-01-01 12:40:00,-0.00000996
2019-01-01 12:45:00,-0.00000991
2019-01-01 12:50:00,0.00350709
2019-01-01 12:55:00,0.01250425
2019-01-01 13:00:00,0.01278584
2019-01-01 13:05:00,0.01333753
2019-01-01 13:10:00,0.0138039
2019-01-01 13:15:00,-0.00001009
2019-01-01 13:20:00,-0.00001007
2019-01-01 13:25:00,-0.00000982
2019-01-01 13:30:00,0.01200681
2019-01-01 13:35:00,0.01216252
2019-01-01 13:40:00,0.01256323
2019-01-01 13:45:00,0.01263783
2019-01-01 13:50:00,0.01263636
2019-01-01 13:55:00,0
2019-01-01 14:00:00,0
2019-01-01 14:05:00,-0.00000973
2019-01-01 14:10:00,-0.00000993
2019-01-01 14:15:00,-0.00000995
2019-01-01 14:20:00,0.00994289
2019-01-01 14:25:00,0.01172659
2019-01-01 14:30:00,0.01013119
2019-01-01 14:35:00,0.01882564
2019-01-01 14:40:00,0.02061953
2019-01-01 14:45:00,0.02185145
2019-01-01 14:50:00,0.02185145
2019-01-01 14:55:00,0.02149807
2019-01-01 15:00:00,0.01838462
2019-01-01 15:05:00,0.0204138
2019-01-01 15:10:00,0.01837346
2019-01-01 15:15:00,0.01941995
2019-01-01 15:20:00,0.02203767
2019-01-01 15:25:00,0.02385884
2019-01-01 15:30:00,0.02646065
2019-01-01 15:35:00,0.0345726
2019-01-01 15:40:00,0.03760905
2019-01-01 15:45:00,0.04192142
2019-01-01 15:50:00,0.04341126
2019-01-01 15:55:00,0.04289033
2019-01-01 16:00:00,0.03861093
2019-01-01 16:05:00,0.03569062
2019-01-01 16:10:00,0.03417215
2019-01-01 16:15:00,0.03922045
2019-01-01 16:20:00,0.04255689
2019-01-01 16:25:00,0.04317266
2019-01-01 16:30:00,0.04649098
2019-01-01 16:35:00,0.05721573
2019-01-01 16:40:00,0.05422741
2019-01-01 16:45:00,0.05952717
2019-01-01 16:50:00,0.05952717
2019-01-01 16:55:00,0.05484528
2019-01-01 17:00:00,0.04392541
2019-01-01 17:05:00,0.04162731
2019-01-01 17:10:00,0.03961891
2019-01-01 17:15:00,0.04456817
2019-01-01 17:20:00,0.04699475
2019-01-01 17:25:00,0.04690028
2019-01-01 17:30:00,0.04726905
2019-01-01 17:35:00,0.04726905
2019-01-01 17:40:00,0.04768832
2019-01-01 17:45:00,0.04971851
2019-01-01 17:50:00,0.05105946
2019-01-01 17:55:00,0.04971851
2019-01-01 18:00:00,0.04033925
2019-01-01 18:05:00,0.04072219
2019-01-01 18:10:00,0.04283992
2019-01-01 18:15:00,0.04416662
2019-01-01 18:20:00,0.04417776
2019-01-01 18:25:00,0.04381247
2019-01-01 18:30:00,0.04312394
2019-01-01 18:35:00,0.04312394
2019-01-01 18:40:00,0.04183221
2019-01-01 18:45:00,0.04105359
2019-01-01 18:50:00,0.04104342
2019-01-01 18:55:00,0.0410538
2019-01-01 19:00:00,0.04429581
2019-01-01 19:05:00,0.04429807
2019-01-01 19:10:00,0.04429581
2019-01-01 19:15:00,0.04497273
2019-01-01 19:20:00,0.04751749
2019-01-01 19:25:00,0.04837475
2019-01-01 19:30:00,0.04551971
2019-01-01 19:35:00,0.04332518
2019-01-01 19:40:00,0.04442239
2019-01-01 19:45:00,0.04558572
2019-01-01 19:50:00,0.04479616
2019-01-01 19:55:00,0.04506242
2019-01-01 20:00:00,0.05569744
2019-01-01 20:05:00,0.05569999
2019-01-01 20:10:00,0.06312585
2019-01-01 20:15:00,0.06761153
2019-01-01 20:20:00,0.05911997
2019-01-01 20:25:00,0.05879253
2019-01-01 20:30:00,0.08086164
2019-01-01 20:35:00,0.07378585
2019-01-01 20:40:00,0.07342373
2019-01-01 20:45:00,0.05970207
2019-01-01 20:50:00,0.05797679
2019-01-01 20:55:00,0.05797679
2019-01-01 21:00:00,0.08251383
2019-01-01 21:05:00,0.0825919
2019-01-01 21:10:00,0.14539516
2019-01-01 21:15:00,0.12465277
2019-01-01 21:20:00,0.06178751
2019-01-01 21:25:00,0.06178751
2019-01-01 21:30:00,0.05198066
2019-01-01 21:35:00,0.05198066
2019-01-01 21:40:00,0.05198066
2019-01-01 21:45:00,0.05007661
2019-01-01 21:50:00,0.05007661
2019-01-01 21:55:00,0.05007661
2019-01-01 22:00:00,0.05094306
2019-01-01 22:05:00,0.05094306
2019-01-01 22:10:00,0.05094306
2019-01-01 22:15:00,0.05094306
2019-01-01 22:20:00,0.05094306
2019-01-01 22:25:00,0.05094306
2019-01-01 22:30:00,0.04519841
2019-01-01 22:35:00,0.04519841
2019-01-01 22:40:00,0.04519841
2019-01-01 22:45:00,0.05094306
2019-01-01 22:50:00,0.05094306
2019-01-01 22:55:00,0.05094306
2019-01-01 23:00:00,0.04811415
2019-01-01 23:05:00,0.04811415
2019-01-01 23:10:00,0.04811415
2019-01-01 23:15:00,0.05792408
2019-01-01 23:20:00,0.05434864
2019-01-01 23:25:00,0.05434864
2019-01-01 23:30:00,0.05058786
2019-01-01 23:35:00,0.04971598
2019-01-01 23:40:00,0.04252848
2019-01-01 23:45:00,0.04248196
2019-01-01 23:50:00,0.04263619
2019-01-01 23:55:00,0.03993256
2019-01-02 00:00:00,0.04319006
2019-01-02 00:05:00,0.04265719
2019-01-02 00:10:00,0.04394533
2019-01-02 00:15:00,0.04049455
2019-01-02 00:20:00,0.03960933
2019-01-02 00:25:00,0.03836267
2019-01-02 00:30:00,0.03836267
2019-01-02 00:35:00,0.03836267
2019-01-02 00:40:00,0.03836267
2019-01-02 00:45:00,0.03836267
2019-01-02 00:50:00,0.03836267
2019-01-02 00:55:00,0.03836267
2019-01-02 01:00:00,0.03836267
2019-01-02 01:05:00,0.04432882
2019-01-02 01:10:00,0.04418967
2019-01-02 01:15:00,0.04261864
2019-01-02 01:20:00,0.04175363
2019-01-02 01:25:00,0.04047015
2019-01-02 01:30:00,0.04174087
2019-01-02 01:35:00,0.04228524
2019-01-02 01:40:00,0.04238097
2019-01-02 01:45:00,0.04215924
2019-01-02 01:50:00,0.04072186
2019-01-02 01:55:00,0.04053598
2019-01-02 02:00:00,0.04402756
2019-01-02 02:05:00,0.04365423
2019-01-02 02:10:00,0.04231789
2019-01-02 02:15:00,0.04227518
2019-01-02 02:20:00,0.04229178
2019-01-02 02:25:00,0.04224946
2019-01-02 02:30:00,0.0422093
2019-01-02 02:35:00,0.042315
2019-01-02 02:40:00,0.04220416
2019-01-02 02:45:00,0.04413147
2019-01-02 02:50:00,0.04303362
2019-01-02 02:55:00,0.04239645
2019-01-02 03:00:00,0.04206826
2019-01-02 03:05:00,0.04218334
2019-01-02 03:10:00,0.04199328
2019-01-02 03:15:00,0.0421977
2019-01-02 03:20:00,0.0421977
2019-01-02 03:25:00,0.0421977
2019-01-02 03:30:00,0.04335138
2019-01-02 03:35:00,0.04324455
2019-01-02 03:40:00,0.04335138
2019-01-02 03:45:00,0.04343305
2019-01-02 03:50:00,0.04153038
2019-01-02 03:55:00,0.04068908
2019-01-02 04:00:00,0.04110069
2019-01-02 04:05:00,0.04037948
2019-01-02 04:10:00,0.03997925
2019-01-02 04:15:00,0.03936854
2019-01-02 04:20:00,0.04149522
2019-01-02 04:25:00,0.04267671
2019-01-02 04:30:00,0.04475101
2019-01-02 04:35:00,0.04938963
2019-01-02 04:40:00,0.05069853
2019-01-02 04:45:00,0.05133501
2019-01-02 04:50:00,0.05218695
2019-01-02 04:55:00,0.05212114
2019-01-02 05:00:00,0.03625972
2019-01-02 05:05:00,0.03457574
2019-01-02 05:10:00,0.03550744
2019-01-02 05:15:00,0.03915132
2019-01-02 05:20:00,0.03759524
2019-01-02 05:25:00,0.03999072
2019-01-02 05:30:00,0.04007352
2019-01-02 05:35:00,0.04165688
2019-01-02 05:40:00,0.04312794
2019-01-02 05:45:00,0.04468641
2019-01-02 05:50:00,0.04479088
2019-01-02 05:55:00,0.04552111
2019-01-02 06:00:00,0.03989429
2019-01-02 06:05:00,0.03989002
2019-01-02 06:10:00,0.03989002
2019-01-02 06:15:00,0.03999472
2019-01-02 06:20:00,0.04354487
2019-01-02 06:25:00,0.04415974
2019-01-02 06:30:00,0.04648216
2019-01-02 06:35:00,0.04803506
2019-01-02 06:40:00,0.0498496
2019-01-02 06:45:00,0.05101995
2019-01-02 06:50:00,0.05088872
2019-01-02 06:55:00,0.05072216
2019-01-02 07:00:00,0.05292387
2019-01-02 07:05:00,0.04832513
2019-01-02 07:10:00,0.04753074
2019-01-02 07:15:00,0.04678899
2019-01-02 07:20:00,0.04513046
2019-01-02 07:25:00,0.0430765
2019-01-02 07:30:00,0.0442668
2019-01-02 07:35:00,0.04090009
2019-01-02 07:40:00,0.03900067
2019-01-02 07:45:00,0.03566804
2019-01-02 07:50:00,0.03566804
2019-01-02 07:55:00,0.03566804
2019-01-02 08:00:00,0.04308509
2019-01-02 08:05:00,0.04570769
2019-01-02 08:10:00,0.04483624
2019-01-02 08:15:00,0.04279797
2019-01-02 08:20:00,0.0390234
2019-01-02 08:25:00,0.03655266
2019-01-02 08:30:00,0.02902466
2019-01-02 08:35:00,0.02791791
2019-01-02 08:40:00,0.02743604
2019-01-02 08:45:00,0.02675077
2019-01-02 08:50:00,0.02625248
2019-01-02 08:55:00,0.02675077
2019-01-02 09:00:00,0.02938291
2019-01-02 09:05:00,0.03147816
2019-01-02 09:10:00,0.03204653
2019-01-02 09:15:00,0.03039109
2019-01-02 09:20:00,0.03043651
2019-01-02 09:25:00,0.02820704
2019-01-02 09:30:00,0.02763967
2019-01-02 09:35:00,0.02709862
2019-01-02 09:40:00,0.02677414
2019-01-02 09:45:00,0.02623831
2019-01-02 09:50:00,0.02632189
2019-01-02 09:55:00,0.0266935
2019-01-02 10:00:00,0.02868301
2019-01-02 10:05:00,0.0294065
2019-01-02 10:10:00,0.02868067
2019-01-02 10:15:00,0.02942804
2019-01-02 10:20:00,0.02859491
2019-01-02 10:25:00,0.02843023
2019-01-02 10:30:00,0.0278677
2019-01-02 10:35:00,0.02728271
2019-01-02 10:40:00,0.02893517
2019-01-02 10:45:00,0.0303756
2019-01-02 10:50:00,0.03641601
2019-01-02 10:55:00,0.04742291
2019-01-02 11:00:00,0.04388434
2019-01-02 11:05:00,0.0403112
2019-01-02 11:10:00,0.04388434
2019-01-02 11:15:00,0.04514022
2019-01-02 11:20:00,0.04293772
2019-01-02 11:25:00,0.03964461
2019-01-02 11:30:00,0.03932047
2019-01-02 11:35:00,0.03661245
2019-01-02 11:40:00,0.0306154
2019-01-02 11:45:00,0.03085729
2019-01-02 11:50:00,0.03030518
2019-01-02 11:55:00,0.02897481
2019-01-02 12:00:00,0.02910263
2019-01-02 12:05:00,0.029287
